,BVP_1
20108,46.47
20109,40.59
20110,34.99
20111,30.28
20112,26.11
20113,21.33
20114,14.75
20115,5.77
20116,-5.18
20117,-16.9
20118,-27.93
20119,-37.23
20120,-44.61
20121,-50.79
20122,-57.01
20123,-64.56
20124,-74.35
20125,-86.62
20126,-100.71
20127,-114.88
20128,-126.35
20129,-131.67
20130,-127.64
20131,-112.41
20132,-86.45
20133,-52.71
20134,-15.9
20135,18.99
20136,48.12
20137,69.63
20138,83.54
20139,90.98
20140,93.36
20141,91.83
20142,87.41
20143,81.26
20144,74.75
20145,69.36
20146,66.07
20147,65.02
20148,65.39
20149,65.8
20150,64.89
20151,61.91
20152,56.97
20153,50.87
20154,44.6
20155,38.78
20156,33.32
20157,27.47
20158,20.26
20159,11.01
20160,-0.17
20161,-12.4
20162,-24.34
20163,-34.78
20164,-43.17
20165,-49.81
20166,-55.76
20167,-62.42
20168,-71.2
20169,-83.02
20170,-97.88
20171,-114.43
20172,-129.72
20173,-139.58
20174,-139.66
20175,-127.03
20176,-101.55
20177,-66.31
20178,-26.79
20179,11.02
20180,42.61
20181,66.05
20182,81.8
20183,91.51
20184,96.7
20185,98.05
20186,95.67
20187,89.97
20188,82.26
20189,74.66
20190,69.36
20191,67.57
20192,68.92
20193,71.6
20194,73.23
20195,71.94
20196,67.19
20197,59.84
20198,51.6
20199,44.11
20200,38.15
20201,33.29
20202,28.24
20203,21.51
20204,12.22
20205,0.5
20206,-12.56
20207,-25.38
20208,-36.59
20209,-45.57
20210,-52.61
20211,-58.7
20212,-65.16
20213,-73.14
20214,-83.42
20215,-96.29
20216,-111.39
20217,-127.39
20218,-141.77
20219,-150.89
20220,-150.8
20221,-138.64
20222,-114.02
20223,-79.69
20224,-40.89
20225,-3.64
20226,27.23
20227,49.43
20228,63.27
20229,70.6
20230,73.45
20231,73.13
20232,70.19
20233,65.09
20234,58.79
20235,52.97
20236,49.5
20237,49.64
20238,53.48
20239,59.82
20240,66.69
20241,72.09
20242,74.74
20243,74.43
20244,71.9
20245,68.35
20246,64.83
20247,61.74
20248,58.67
20249,54.68
20250,48.74
20251,40.28
20252,29.45
20253,17.13
20254,4.54
20255,-7.2
20256,-17.45
20257,-26.21
20258,-33.94
20259,-41.36
20260,-49.15
20261,-57.87
20262,-68.06
20263,-80.17
20264,-94.25
20265,-109.41
20266,-123.25
20267,-132.05
20268,-131.58
20269,-118.79
20270,-93.33
20271,-58.13
20272,-18.72
20273,18.71
20274,49.41
20275,71.28
20276,84.84
20277,92.06
20278,94.9
20279,94.43
20280,90.98
20281,84.83
20282,76.95
20283,69.09
20284,63.16
20285,60.39
20286,60.68
20287,62.65
20288,64.26
20289,63.7
20290,60.15
20291,53.99
20292,46.41
20293,38.86
20294,32.28
20295,26.81
20296,21.8
20297,16.18
20298,9.04
20299,0.02
20300,-10.49
20301,-21.47
20302,-31.73
20303,-40.39
20304,-47.24
20305,-52.73
20306,-57.77
20307,-63.3
20308,-70.03
20309,-78.37
20310,-88.5
20311,-100.32
20312,-113.16
20313,-125.27
20314,-133.67
20315,-134.66
20316,-125.03
20317,-103.63
20318,-72.21
20319,-35.22
20320,1.64
20321,33.35
20322,57.08
20323,72.51
20324,81.09
20325,84.76
20326,84.89
20327,82.17
20328,76.99
20329,70.17
20330,63.18
20331,57.81
20332,55.41
20333,56.2
20334,59.15
20335,62.29
20336,63.59
20337,61.81
20338,56.93
20339,50.08
20340,42.88
20341,36.65
20342,31.81
20343,27.69
20344,22.99
20345,16.43
20346,7.49
20347,-3.35
20348,-14.76
20349,-25.21
20350,-33.57
20351,-39.65
20352,-44.17
20353,-48.46
20354,-53.92
20355,-61.52
20356,-71.64
20357,-83.96
20358,-97.47
20359,-110.33
20360,-119.89
20361,-123.03
20362,-116.99
20363,-100.44
20364,-74.27
20365,-41.75
20366,-7.56
20367,23.6
20368,48.44
20369,65.81
20370,76.34
20371,81.58
20372,82.99
20373,81.53
20374,77.72
20375,72.17
20376,65.87
20377,60.17
20378,56.3
20379,54.89
20380,55.66
20381,57.49
20382,58.86
20383,58.45
20384,55.55
20385,50.3
20386,43.54
20387,36.38
20388,29.73
20389,23.94
20390,18.64
20391,13.01
20392,6.19
20393,-2.27
20394,-12.15
20395,-22.61
20396,-32.51
20397,-40.97
20398,-47.68
20399,-53.05
20400,-58.05
20401,-63.8
20402,-71.24
20403,-80.85
20404,-92.55
20405,-105.59
20406,-118.4
20407,-128.53
20408,-132.89
20409,-128.49
20410,-113.52
20411,-88.32
20412,-55.67
20413,-20.19
20414,13.15
20415,40.46
20416,59.98
20417,72.01
20418,78.17
20419,80.31
20420,79.79
20421,77.37
20422,73.51
20423,68.84
20424,64.27
20425,60.77
20426,58.96
20427,58.84
20428,59.75
20429,60.59
20430,60.28
20431,58.12
20432,53.96
20433,48.27
20434,41.82
20435,35.46
20436,29.74
20437,24.68
20438,19.81
20439,14.32
20440,7.52
20441,-0.88
20442,-10.5
20443,-20.44
20444,-29.58
20445,-37.11
20446,-42.9
20447,-47.49
20448,-51.96
20449,-57.37
20450,-64.49
20451,-73.56
20452,-84.31
20453,-95.96
20454,-107.19
20455,-115.96
20456,-119.7
20457,-115.82
20458,-102.58
20459,-80.08
20460,-50.54
20461,-17.93
20462,13.22
20463,39.21
20464,58.1
20465,69.87
20466,75.77
20467,77.53
20468,76.55
20469,73.76
20470,69.81
20471,65.32
20472,61.04
20473,57.69
20474,55.71
20475,55.04
20476,55.13
20477,55.15
20478,54.24
20479,51.81
20480,47.73
20481,42.32
20482,36.21
20483,30.09
20484,24.4
20485,19.21
20486,14.11
20487,8.46
20488,1.69
20489,-6.36
20490,-15.29
20491,-24.3
20492,-32.49
20493,-39.29
20494,-44.75
20495,-49.48
20496,-54.42
20497,-60.42
20498,-67.99
20499,-77.1
20500,-87.27
20501,-97.61
20502,-106.76
20503,-112.91
20504,-113.93
20505,-107.93
20506,-93.9
20507,-72.38
20508,-45.6
20509,-16.99
20510,9.77
20511,31.86
20512,47.83
20513,57.73
20514,62.52
20515,63.44
20516,61.62
20517,57.94
20518,53.25
20519,48.49
20520,44.59
20521,42.23
20522,41.56
20523,42.1
20524,42.89
20525,42.93
20526,41.52
20527,38.5
20528,34.23
20529,29.38
20530,24.51
20531,19.85
20532,15.17
20533,9.86
20534,3.32
20535,-4.71
20536,-13.95
20537,-23.57
20538,-32.56
20539,-40.13
20540,-46.04
20541,-50.79
20542,-55.41
20543,-61.11
20544,-68.81
20545,-78.8
20546,-90.42
20547,-102.01
20548,-111.1
20549,-114.81
20550,-110.69
20551,-97.54
20552,-76
20553,-48.54
20554,-18.8
20555,9.47
20556,33.46
20557,51.83
20558,64.58
20559,72.42
20560,76.2
20561,76.56
20562,74.05
20563,69.46
20564,63.96
20565,58.95
20566,55.55
20567,54.17
20568,54.31
20569,54.8
20570,54.36
20571,52.17
20572,48.13
20573,42.81
20574,37.07
20575,31.57
20576,26.49
20577,21.52
20578,16.04
20579,9.5
20580,1.68
20581,-7.23
20582,-16.72
20583,-26.11
20584,-34.82
20585,-42.49
20586,-49.12
20587,-55.08
20588,-60.99
20589,-67.67
20590,-75.87
20591,-86.04
20592,-97.96
20593,-110.41
20594,-121.07
20595,-126.77
20596,-124.36
20597,-111.82
20598,-89.23
20599,-59.02
20600,-25.46
20601,6.8
20602,34.04
20603,54.46
20604,68.17
20605,76.4
20606,80.56
20607,81.62
20608,80.09
20609,76.42
20610,71.42
20611,66.32
20612,62.38
20613,60.39
20614,60.27
20615,61.16
20616,61.79
20617,61.01
20618,58.23
20619,53.58
20620,47.69
20621,41.4
20622,35.34
20623,29.76
20624,24.45
20625,18.93
20626,12.68
20627,5.38
20628,-2.9
20629,-11.81
20630,-20.79
20631,-29.32
20632,-37.09
20633,-44.06
20634,-50.46
20635,-56.67
20636,-63.21
20637,-70.61
20638,-79.38
20639,-89.86
20640,-101.9
20641,-114.49
20642,-125.52
20643,-131.88
20644,-130.31
20645,-118.47
20646,-96.08
20647,-65.38
20648,-30.56
20649,3.48
20650,32.73
20651,55.05
20652,70.32
20653,79.73
20654,84.8
20655,86.66
20656,85.96
20657,83.2
20658,79.12
20659,74.83
20660,71.42
20661,69.57
20662,69.19
20663,69.51
20664,69.47
20665,68.2
20666,65.42
20667,61.38
20668,56.63
20669,51.65
20670,46.59
20671,41.26
20672,35.33
20673,28.62
20674,21.28
20675,13.74
20676,6.47
20677,-0.26
20678,-6.59
20679,-12.96
20680,-19.82
20681,-27.38
20682,-35.43
20683,-43.44
20684,-50.89
20685,-57.56
20686,-63.75
20687,-70.2
20688,-77.84
20689,-87.41
20690,-98.99
20691,-111.76
20692,-123.83
20693,-132.46
20694,-134.58
20695,-127.72
20696,-110.87
20697,-85.02
20698,-53.09
20699,-19.14
20700,12.79
20701,39.67
20702,60.06
20703,73.91
20704,82.09
20705,85.78
20706,86.16
20707,84.32
20708,81.36
20709,78.31
20710,75.97
20711,74.69
20712,74.28
20713,74.17
20714,73.72
20715,72.51
20716,70.47
20717,67.78
20718,64.65
20719,61.11
20720,56.99
20721,52.03
20722,46.11
20723,39.33
20724,32.05
20725,24.66
20726,17.42
20727,10.3
20728,3.1
20729,-4.39
20730,-12.19
20731,-20.08
20732,-27.67
20733,-34.64
20734,-40.92
20735,-46.79
20736,-52.77
20737,-59.4
20738,-67.09
20739,-75.96
20740,-85.8
20741,-96.07
20742,-105.75
20743,-113.28
20744,-116.67
20745,-113.94
20746,-103.69
20747,-85.81
20748,-61.7
20749,-34.12
20750,-6.39
20751,18.49
20752,38.48
20753,52.86
20754,61.97
20755,66.72
20756,68.18
20757,67.29
20758,64.87
20759,61.64
20760,58.36
20761,55.71
20762,54.21
20763,54.01
20764,54.75
20765,55.66
20766,55.74
20767,54.13
20768,50.46
20769,45.01
20770,38.58
20771,32.19
20772,26.55
20773,21.73
20774,17.23
20775,12.21
20776,5.97
20777,-1.7
20778,-10.36
20779,-19.17
20780,-27.25
20781,-34.09
20782,-39.78
20783,-44.9
20784,-50.29
20785,-56.72
20786,-64.59
20787,-73.86
20788,-84.05
20789,-94.18
20790,-102.81
20791,-108.11
20792,-108.18
20793,-101.47
20794,-87.37
20795,-66.65
20796,-41.42
20797,-14.66
20798,10.57
20799,31.91
20800,48.15
20801,59.23
20802,65.89
20803,69.13
20804,69.89
20805,68.92
20806,66.84
20807,64.23
20808,61.73
20809,59.85
20810,58.87
20811,58.72
20812,58.93
20813,58.82
20814,57.65
20815,54.95
20816,50.65
20817,45.08
20818,38.88
20819,32.62
20820,26.63
20821,20.78
20822,14.62
20823,7.62
20824,-0.46
20825,-9.42
20826,-18.59
20827,-27.17
20828,-34.57
20829,-40.73
20830,-46.17
20831,-51.78
20832,-58.5
20833,-66.89
20834,-76.94
20835,-87.99
20836,-98.79
20837,-107.67
20838,-112.78
20839,-112.36
20840,-105.18
20841,-90.88
20842,-70.29
20843,-45.32
20844,-18.69
20845,6.8
20846,28.76
20847,45.8
20848,57.6
20849,64.71
20850,68.21
20851,69.3
20852,68.99
20853,68
20854,66.8
20855,65.66
20856,64.74
20857,64.14
20858,63.85
20859,63.67
20860,63.24
20861,62.08
20862,59.72
20863,55.93
20864,50.77
20865,44.66
20866,38.17
20867,31.8
20868,25.71
20869,19.74
20870,13.43
20871,6.35
20872,-1.67
20873,-10.43
20874,-19.39
20875,-27.9
20876,-35.53
20877,-42.21
20878,-48.33
20879,-54.54
20880,-61.53
20881,-69.72
20882,-79.06
20883,-89.05
20884,-98.74
20885,-106.92
20886,-112.07
20887,-112.65
20888,-107.26
20889,-95.1
20890,-76.38
20891,-52.54
20892,-26.06
20893,0.07
20894,23.12
20895,41.3
20896,54.01
20897,61.75
20898,65.63
20899,66.9
20900,66.61
20901,65.5
20902,64.09
20903,62.74
20904,61.72
20905,61.14
20906,60.99
20907,61.05
20908,60.94
20909,60.2
20910,58.36
20911,55.15
20912,50.55
20913,44.85
20914,38.57
20915,32.22
20916,26.18
20917,20.55
20918,15.13
20919,9.58
20920,3.55
20921,-3.13
20922,-10.38
20923,-17.89
20924,-25.27
20925,-32.2
20926,-38.53
20927,-44.35
20928,-49.95
20929,-55.72
20930,-62.06
20931,-69.34
20932,-77.81
20933,-87.47
20934,-97.76
20935,-107.37
20936,-114.19
20937,-115.66
20938,-109.55
20939,-94.82
20940,-72.25
20941,-44.44
20942,-15.11
20943,12.05
20944,34.36
20945,50.8
20946,61.77
20947,68.46
20948,72.13
20949,73.64
20950,73.44
20951,71.87
20952,69.46
20953,66.94
20954,65.07
20955,64.29
20956,64.52
20957,65.15
20958,65.35
20959,64.34
20960,61.73
20961,57.62
20962,52.51
20963,47.02
20964,41.66
20965,36.61
20966,31.69
20967,26.49
20968,20.65
20969,14.01
20970,6.81
20971,-0.53
20972,-7.54
20973,-13.96
20974,-19.84
20975,-25.45
20976,-31.13
20977,-37.08
20978,-43.38
20979,-50.03
20980,-57.12
20981,-64.84
20982,-73.27
20983,-82.12
20984,-90.42
20985,-96.46
20986,-98.12
20987,-93.47
20988,-81.63
20989,-63.2
20990,-40.29
20991,-15.9
20992,6.93
20993,26.03
20994,40.42
20995,50.18
20996,56.01
20997,58.67
20998,58.75
20999,56.72
21000,53.21
21001,49.09
21002,45.38
21003,42.93
21004,42.05
21005,42.34
21006,42.9
21007,42.63
21008,40.74
21009,36.94
21010,31.57
21011,25.3
21012,18.87
21013,12.72
21014,6.93
21015,1.22
21016,-4.81
21017,-11.39
21018,-18.46
21019,-25.63
21020,-32.38
21021,-38.27
21022,-43.18
21023,-47.38
21024,-51.43
21025,-55.93
21026,-61.32
21027,-67.76
21028,-75.09
21029,-82.91
21030,-90.44
21031,-96.55
21032,-99.68
21033,-98.16
21034,-90.62
21035,-76.56
21036,-56.8
21037,-33.34
21038,-8.9
21039,13.9
21040,33.15
21041,47.95
21042,58.28
21043,64.61
21044,67.54
21045,67.66
21046,65.62
21047,62.19
21048,58.35
21049,55.12
21050,53.19
21051,52.7
21052,53.12
21053,53.43
21054,52.51
21055,49.64
21056,44.75
21057,38.45
21058,31.72
21059,25.38
21060,19.7
21061,14.32
21062,8.53
21063,1.7
21064,-6.28
21065,-14.92
21066,-23.29
21067,-30.54
21068,-36.28
21069,-40.82
21070,-45.02
21071,-50
21072,-56.59
21073,-65.07
21074,-74.99
21075,-85.27
21076,-94.38
21077,-100.54
21078,-101.94
21079,-97.13
21080,-85.33
21081,-66.85
21082,-43.19
21083,-16.86
21084,9.2
21085,32.36
21086,50.84
21087,64.01
21088,72.21
21089,76.36
21090,77.56
21091,76.77
21092,74.78
21093,72.24
21094,69.69
21095,67.53
21096,65.93
21097,64.77
21098,63.64
21099,61.98
21100,59.28
21101,55.27
21102,49.99
21103,43.82
21104,37.26
21105,30.77
21106,24.54
21107,18.44
21108,12.14
21109,5.26
21110,-2.36
21111,-10.61
21112,-18.99
21113,-26.89
21114,-33.74
21115,-39.37
21116,-44.07
21117,-48.63
21118,-54.05
21119,-61.13
21120,-70.1
21121,-80.35
21122,-90.38
21123,-98.07
21124,-101.19
21125,-97.94
21126,-87.53
21127,-70.4
21128,-48.19
21129,-23.35
21130,1.51
21131,24.12
21132,42.95
21133,57.26
21134,66.94
21135,72.31
21136,74
21137,72.88
21138,70.01
21139,66.54
21140,63.43
21141,61.17
21142,59.69
21143,58.44
21144,56.75
21145,54.14
21146,50.48
21147,46.05
21148,41.26
21149,36.46
21150,31.75
21151,26.96
21152,21.87
21153,16.24
21154,10.01
21155,3.21
21156,-3.99
21157,-11.38
21158,-18.73
21159,-25.8
21160,-32.35
21161,-38.24
21162,-43.55
21163,-48.68
21164,-54.25
21165,-60.91
21166,-69
21167,-78.11
21168,-86.99
21169,-93.68
21170,-95.96
21171,-92.17
21172,-81.7
21173,-65.33
21174,-45
21175,-23.25
21176,-2.49
21177,15.57
21178,30.01
21179,40.62
21180,47.54
21181,51.07
21182,51.59
21183,49.69
21184,46.29
21185,42.53
21186,39.54
21187,37.96
21188,37.81
21189,38.38
21190,38.67
21191,37.79
21192,35.35
21193,31.56
21194,27.08
21195,22.57
21196,18.36
21197,14.3
21198,9.86
21199,4.49
21200,-2.07
21201,-9.61
21202,-17.5
21203,-25.05
21204,-31.76
21205,-37.63
21206,-43.06
21207,-48.73
21208,-55.29
21209,-63.05
21210,-71.93
21211,-81.43
21212,-90.65
21213,-98.35
21214,-103.01
21215,-102.99
21216,-96.92
21217,-84.17
21218,-65.23
21219,-41.86
21220,-16.68
21221,7.42
21222,28.09
21223,43.96
21224,54.76
21225,61.08
21226,63.86
21227,64.12
21228,62.74
21229,60.48
21230,58
21231,55.83
21232,54.27
21233,53.28
21234,52.51
21235,51.32
21236,49.1
21237,45.47
21238,40.44
21239,34.45
21240,28.16
21241,22.13
21242,16.59
21243,11.31
21244,5.7
21245,-0.82
21246,-8.51
21247,-17.11
21248,-25.87
21249,-33.99
21250,-40.99
21251,-47
21252,-52.79
21253,-59.47
21254,-67.94
21255,-78.48
21256,-90.36
21257,-101.88
21258,-110.58
21259,-113.81
21260,-109.49
21261,-96.7
21262,-76.17
21263,-50.1
21264,-21.62
21265,6
21266,30.23
21267,49.62
21268,63.81
21269,73.15
21270,78.28
21271,79.93
21272,78.89
21273,76.14
21274,72.81
21275,70
21276,68.42
21277,68.15
21278,68.61
21279,68.83
21280,67.89
21281,65.23
21282,60.85
21283,55.16
21284,48.76
21285,42.18
21286,35.7
21287,29.34
21288,22.93
21289,16.24
21290,9.07
21291,1.3
21292,-6.97
21293,-15.48
21294,-23.85
21295,-31.71
21296,-38.82
21297,-45.26
21298,-51.43
21299,-57.99
21300,-65.66
21301,-74.92
21302,-85.72
21303,-97.14
21304,-107.34
21305,-113.76
21306,-113.78
21307,-105.5
21308,-88.58
21309,-64.46
21310,-36.07
21311,-6.98
21312,19.65
21313,41.76
21314,58.67
21315,70.62
21316,78.31
21317,82.39
21318,83.38
21319,81.86
21320,78.64
21321,74.81
21322,71.48
21323,69.4
21324,68.62
21325,68.53
21326,68.14
21327,66.55
21328,63.34
21329,58.68
21330,53.15
21331,47.37
21332,41.74
21333,36.28
21334,30.72
21335,24.77
21336,18.25
21337,11.22
21338,3.89
21339,-3.5
21340,-10.74
21341,-17.73
21342,-24.42
21343,-30.83
21344,-37.02
21345,-43.13
21346,-49.39
21347,-56.13
21348,-63.77
21349,-72.55
21350,-82.36
21351,-92.4
21352,-101.06
21353,-106.13
21354,-105.31
21355,-97.03
21356,-81.12
21357,-59.06
21358,-33.56
21359,-7.8
21360,15.56
21361,34.83
21362,49.44
21363,59.49
21364,65.32
21365,67.33
21366,65.96
21367,62.09
21368,56.97
21369,52.13
21370,48.81
21371,47.54
21372,47.9
21373,48.8
21374,48.94
21375,47.4
21376,44.02
21377,39.28
21378,34.07
21379,29.08
21380,24.56
21381,20.22
21382,15.43
21383,9.7
21384,2.84
21385,-4.83
21386,-12.74
21387,-20.31
21388,-27.21
21389,-33.43
21390,-39.21
21391,-44.93
21392,-50.94
21393,-57.56
21394,-65.11
21395,-73.8
21396,-83.55
21397,-93.67
21398,-102.62
21399,-108.13
21400,-107.7
21401,-99.41
21402,-82.78
21403,-59.18
21404,-31.57
21405,-3.59
21406,21.5
21407,41.71
21408,56.49
21409,66.37
21410,72.24
21411,74.84
21412,74.63
21413,72.01
21414,67.73
21415,62.92
21416,58.82
21417,56.35
21418,55.63
21419,55.91
21420,55.96
21421,54.62
21422,51.31
21423,46.2
21424,40.08
21425,33.84
21426,28.06
21427,22.69
21428,17.2
21429,10.88
21430,3.27
21431,-5.51
21432,-14.8
21433,-23.66
21434,-31.35
21435,-37.62
21436,-42.93
21437,-48.2
21438,-54.45
21439,-62.37
21440,-72.04
21441,-82.88
21442,-93.65
21443,-102.64
21444,-107.87
21445,-107.38
21446,-99.76
21447,-84.59
21448,-62.79
21449,-36.55
21450,-8.91
21451,17.05
21452,38.95
21453,55.54
21454,66.76
21455,73.34
21456,76.33
21457,76.75
21458,75.44
21459,73.07
21460,70.21
21461,67.38
21462,65
21463,63.23
21464,62
21465,60.89
21466,59.34
21467,56.76
21468,52.81
21469,47.54
21470,41.37
21471,34.95
21472,28.85
21473,23.3
21474,18.08
21475,12.66
21476,6.43
21477,-0.89
21478,-9.14
21479,-17.71
21480,-25.87
21481,-33.08
21482,-39.27
21483,-44.87
21484,-50.63
21485,-57.33
21486,-65.43
21487,-74.93
21488,-85.31
21489,-95.46
21490,-103.81
21491,-108.46
21492,-107.48
21493,-99.51
21494,-84.19
21495,-62.5
21496,-36.68
21497,-9.67
21498,15.67
21499,37.2
21500,53.84
21501,65.47
21502,72.63
21503,76.12
21504,76.79
21505,75.47
21506,72.98
21507,70.07
21508,67.35
21509,65.16
21510,63.52
21511,62.25
21512,61.02
21513,59.46
21514,57.25
21515,54.14
21516,50
21517,44.91
21518,39.13
21519,33.07
21520,27.14
21521,21.58
21522,16.33
21523,11.06
21524,5.32
21525,-1.22
21526,-8.58
21527,-16.43
21528,-24.24
21529,-31.51
21530,-38
21531,-43.85
21532,-49.5
21533,-55.57
21534,-62.55
21535,-70.67
21536,-79.74
21537,-89.07
21538,-97.47
21539,-103.37
21540,-105.03
21541,-100.9
21542,-90.16
21543,-73.04
21544,-50.99
21545,-26.38
21546,-1.97
21547,19.77
21548,37.16
21549,49.52
21550,57.02
21551,60.37
21552,60.54
21553,58.51
21554,55.24
21555,51.57
21556,48.26
21557,45.82
21558,44.46
21559,44
21560,43.98
21561,43.74
21562,42.66
21563,40.33
21564,36.69
21565,31.99
21566,26.7
21567,21.28
21568,15.95
21569,10.66
21570,5.11
21571,-1.08
21572,-8.11
21573,-15.84
21574,-23.76
21575,-31.22
21576,-37.66
21577,-42.9
21578,-47.31
21579,-51.67
21580,-56.96
21581,-63.95
21582,-72.85
21583,-83.09
21584,-93.33
21585,-101.64
21586,-105.86
21587,-104.15
21588,-95.44
21589,-79.81
21590,-58.54
21591,-33.8
21592,-8.2
21593,15.86
21594,36.55
21595,52.8
21596,64.22
21597,70.92
21598,73.38
21599,72.44
21600,69.21
21601,64.99
21602,61
21603,58.09
21604,56.51
21605,55.91
21606,55.55
21607,54.67
21608,52.72
21609,49.57
21610,45.41
21611,40.56
21612,35.34
21613,29.92
21614,24.34
21615,18.54
21616,12.4
21617,5.81
21618,-1.3
21619,-8.89
21620,-16.82
21621,-24.76
21622,-32.32
21623,-39.18
21624,-45.34
21625,-51.2
21626,-57.53
21627,-65.16
21628,-74.57
21629,-85.49
21630,-96.65
21631,-105.85
21632,-110.42
21633,-108
21634,-97.31
21635,-78.72
21636,-54.2
21637,-26.85
21638,0.09
21639,24.05
21640,43.62
21641,58.49
21642,68.98
21643,75.59
21644,78.65
21645,78.53
21646,75.83
21647,71.58
21648,67.11
21649,63.61
21650,61.67
21651,61.1
21652,61
21653,60.31
21654,58.25
21655,54.64
21656,49.91
21657,44.73
21658,39.63
21659,34.75
21660,29.85
21661,24.52
21662,18.47
21663,11.71
21664,4.5
21665,-2.84
21666,-10.08
21667,-17.17
21668,-24.16
21669,-31.1
21670,-37.92
21671,-44.55
21672,-51
21673,-57.52
21674,-64.6
21675,-72.77
21676,-82.24
21677,-92.52
21678,-102.11
21679,-108.7
21680,-109.67
21681,-103.05
21682,-88.29
21683,-66.6
21684,-40.71
21685,-13.91
21686,10.89
21687,31.87
21688,48.43
21689,60.71
21690,69.11
21691,73.89
21692,75.29
21693,73.82
21694,70.44
21695,66.53
21696,63.45
21697,62
21698,62.12
21699,63.02
21700,63.52
21701,62.7
21702,60.2
21703,56.31
21704,51.7
21705,47
21706,42.51
21707,38.07
21708,33.31
21709,27.88
21710,21.74
21711,15.07
21712,8.24
21713,1.5
21714,-5.09
21715,-11.6
21716,-18.17
21717,-24.78
21718,-31.32
21719,-37.62
21720,-43.77
21721,-50.09
21722,-57.09
21723,-65.18
21724,-74.25
21725,-83.42
21726,-91.03
21727,-94.97
21728,-93.3
21729,-84.95
21730,-70.09
21731,-50.25
21732,-27.88
21733,-5.63
21734,14.31
21735,30.65
21736,42.96
21737,51.43
21738,56.48
21739,58.62
21740,58.35
21741,56.39
21742,53.6
21743,50.92
21744,49.04
21745,48.23
21746,48.17
21747,48.24
21748,47.76
21749,46.3
21750,43.8
21751,40.53
21752,36.81
21753,32.86
21754,28.69
21755,24.17
21756,19.1
21757,13.43
21758,7.25
21759,0.77
21760,-5.78
21761,-12.24
21762,-18.56
21763,-24.78
21764,-30.92
21765,-36.99
21766,-43
21767,-49.03
21768,-55.24
21769,-61.95
21770,-69.47
21771,-77.88
21772,-86.89
21773,-95.6
21774,-102.54
21775,-105.86
21776,-103.87
21777,-95.53
21778,-80.99
21779,-61.63
21780,-39.74
21781,-17.89
21782,1.75
21783,17.89
21784,30.07
21785,38.39
21786,43.16
21787,44.74
21788,43.61
21789,40.55
21790,36.73
21791,33.44
21792,31.68
21793,31.77
21794,33.16
21795,34.76
21796,35.36
21797,34.22
21798,31.31
21799,27.24
21800,22.89
21801,18.97
21802,15.72
21803,12.74
21804,9.37
21805,4.93
21806,-0.92
21807,-8
21808,-15.71
21809,-23.29
21810,-30.18
21811,-36.18
21812,-41.53
21813,-46.75
21814,-52.48
21815,-59.23
21816,-67.25
21817,-76.43
21818,-86.21
21819,-95.36
21820,-101.94
21821,-103.67
21822,-98.43
21823,-85.15
21824,-64.36
21825,-38.35
21826,-10.51
21827,15.68
21828,37.63
21829,54.29
21830,65.82
21831,73.09
21832,76.95
21833,77.92
21834,76.39
21835,72.84
21836,68.21
21837,63.75
21838,60.59
21839,59.24
21840,59.41
21841,60.07
21842,59.88
21843,57.83
21844,53.59
21845,47.68
21846,41.1
21847,34.87
21848,29.52
21849,24.88
21850,20.16
21851,14.43
21852,7.07
21853,-1.87
21854,-11.7
21855,-21.37
21856,-29.98
21857,-37.17
21858,-43.17
21859,-48.74
21860,-54.77
21861,-61.94
21862,-70.58
21863,-80.53
21864,-91.17
21865,-101.38
21866,-109.46
21867,-113.31
21868,-110.73
21869,-100.14
21870,-81.29
21871,-55.65
21872,-26.25
21873,3.17
21874,29.23
21875,49.76
21876,64.15
21877,73.04
21878,77.62
21879,79.09
21880,78.35
21881,76.03
21882,72.78
21883,69.31
21884,66.38
21885,64.54
21886,63.87
21887,63.97
21888,64.02
21889,63.15
21890,60.75
21891,56.64
21892,51.15
21893,44.94
21894,38.74
21895,33
21896,27.7
21897,22.4
21898,16.46
21899,9.33
21900,0.95
21901,-8.24
21902,-17.36
21903,-25.56
21904,-32.36
21905,-37.91
21906,-42.98
21907,-48.59
21908,-55.59
21909,-64.36
21910,-74.63
21911,-85.51
21912,-95.64
21913,-103.28
21914,-106.52
21915,-103.56
21916,-93.19
21917,-75.3
21918,-51.22
21919,-23.52
21920,4.49
21921,29.71
21922,49.92
21923,64.24
21924,72.92
21925,76.95
21926,77.53
21927,75.81
21928,72.72
21929,69.05
21930,65.49
21931,62.58
21932,60.58
21933,59.5
21934,59
21935,58.53
21936,57.46
21937,55.24
21938,51.59
21939,46.58
21940,40.63
21941,34.36
21942,28.34
21943,22.8
21944,17.54
21945,12.05
21946,5.77
21947,-1.56
21948,-9.69
21949,-17.96
21950,-25.57
21951,-31.99
21952,-37.24
21953,-41.88
21954,-46.83
21955,-52.95
21956,-60.68
21957,-69.86
21958,-79.71
21959,-89.03
21960,-96.3
21961,-99.97
21962,-98.57
21963,-91.06
21964,-77.15
21965,-57.53
21966,-33.94
21967,-8.94
21968,14.75
21969,34.77
21970,49.7
21971,59.12
21972,63.52
21973,63.92
21974,61.53
21975,57.57
21976,53.13
21977,49.08
21978,46.03
21979,44.21
21980,43.5
21981,43.4
21982,43.31
21983,42.65
21984,41
21985,38.21
21986,34.34
21987,29.67
21988,24.53
21989,19.22
21990,13.9
21991,8.47
21992,2.69
21993,-3.75
21994,-10.97
